product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date,review_text_clean,product_name_clean,input_text,word_count,exclamation_count,question_count,s1_keyword_hits,s2_keyword_hits,emotional_ratio,rational_ratio,star_rating_clean,sentiment_compound,sentiment_pos,sentiment_neg
Supre LUXX Rich Rich BLACK 50x Bronzer,Beauty,2.0,Two Stars,Too much bronzer. Left streaks no matter how much I rubbed it in. And the smell wasn't pleasant.,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,Too much bronzer. Left streaks no matter how much I rubbed it in. And the smell wasn't pleasant.,,PRODUCT: . REVIEW: Too much bronzer. Left streaks no matter how much I rubbed it in. And the smell wasn't pleasant.,21,0,0,0,0,0.0,0.0,2.0,-0.5862,0.05,0.223
Low Carb Melba Toast (ONION & GARLIC) 4 oz.,Grocery,3.0,Good for dipping,A good snack but did like the flavor I selected. A little too strong for my tummy. It's a good cracker to put cream cheese on or any other kind of dip. Great delivery service.,0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,A good snack but did like the flavor I selected. A little too strong for my tummy. It's a good cracker to put cream cheese on or any other kind of dip. Great delivery service.,Low Carb Melba Toast ONION GARLIC 4 oz.,PRODUCT: Low Carb Melba Toast ONION GARLIC 4 oz.. REVIEW: A good snack but did like the flavor I selected. A little too strong for my tummy. It's a good cracker to put cream cheese on or any other kind of dip. Great delivery service.,45,0,0,0,0,0.0,0.0,3.0,0.9594,0.345,0.029
"2 Medium (M) Black Triple Flange Replacement Eartips; Comfort Ear Tips Earbuds Eargels for Monster Beats Dr. Dre Tour, Powerbeats, urBeats 2.0, HeartBeats 2.0 (Lady Gaga)",Electronics,2.0,... any more than standard tips and were much less comfortable.,Didn't block sound any more than standard tips and were much less comfortable.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Didn't block sound any more than standard tips and were much less comfortable.,"2 Medium M Black Triple Flange Replacement Eartips Comfort Ear Tips Earbuds Eargels for Monster Beats Dr. Dre Tour, Powerbeats, urBeats 2.0, HeartBeats 2.0 Lady Gaga","PRODUCT: 2 Medium M Black Triple Flange Replacement Eartips Comfort Ear Tips Earbuds Eargels for Monster Beats Dr. Dre Tour, Powerbeats, urBeats 2.0, HeartBeats 2.0 Lady Gaga. REVIEW: Didn't block sound any more than standard tips and were much less comfortable.",41,0,0,0,0,0.0,0.0,2.0,0.7853,0.18,0.0
"Sony Noise Reduction 150 feet Long Range Wireless Dynamic Stereo Headphones with Volume Control & Wide Comfortable Headband for All VIZIO M190MV, M190VA, M190VA-W, M220VA, M220VA-W, M260MV, M260VA, M260VA-W, M261VP LCD HDTV Flat Screen Television",Electronics,2.0,I didn't like the constant loss of connectivity to the base and ...,I didn't like the constant loss of connectivity to the base and it made my ears get to hot like wearing ear muffs hot.,2.0,2.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,I didn't like the constant loss of connectivity to the base and it made my ears get to hot like wearing ear muffs hot.,"Sony Noise Reduction 150 feet Long Range Wireless Dynamic Stereo Headphones with Volume Control Wide Comfortable Headband for All VIZIO M190MV, M190VA, M190VA-W, M220VA, M220VA-W, M260MV, M260VA, M260VA-W, M261VP LCD HDTV Flat Screen Television","PRODUCT: Sony Noise Reduction 150 feet Long Range Wireless Dynamic Stereo Headphones with Volume Control Wide Comfortable Headband for All VIZIO M190MV, M190VA, M190VA-W, M220VA, M220VA-W, M260MV, M260VA, M260VA-W, M261VP LCD HDTV Flat Screen Television. REVIEW: I didn't like the constant loss of connectivity to the base and it made my ears get to hot like wearing ear muffs hot.",60,0,0,0,0,0.0,0.0,2.0,0.0976,0.089,0.098
Wheeler Scope Levelling Tool,Sports,2.0,2 flat levels would be better.,I didn't like the level that fits inside the action.  It changes level depending on how and where you place it and there is erally no way to know if its level for sure.  If there were 2 flat levels it would have been more helpful.,0.0,0.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,10221534.0,RF3B1I143YECF,B000BYAKDM,664699096.0,N,2015-08-22,I didn't like the level that fits inside the action. It changes level depending on how and where you place it and there is erally no way to know if its level for sure. If there were 2 flat levels it would have been more helpful.,,PRODUCT: . REVIEW: I didn't like the level that fits inside the action. It changes level depending on how and where you place it and there is erally no way to know if its level for sure. If there were 2 flat levels it would have been more helpful.,49,0,0,0,0,0.0,0.0,2.0,0.2693,0.104,0.083
"Paisley Farm 2- 35.5 Oz Natural Four Bean Salad, 71 Oz",Grocery,2.0,Very good taste but pricey online.,Very good but almost three times the in store price.,4.0,4.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,Very good but almost three times the in store price.,"Paisley Farm 2- 35.5 Oz Natural Four Bean Salad, 71 Oz","PRODUCT: Paisley Farm 2- 35.5 Oz Natural Four Bean Salad, 71 Oz. REVIEW: Very good but almost three times the in store price.",23,0,0,0,0,0.0,0.0,2.0,0.4304,0.155,0.0
Herbal Choice Mari Liquid Hand Wash m/w Organic Lavender 200ml/ 6.8oz Glass Bottle w/ Pump,Beauty,4.0,Feels a little different,Feels a little different than other soaps but lathers nicely and smells good. Would use again. Love that it's organic and in a glass bottle.,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,Feels a little different than other soaps but lathers nicely and smells good. Would use again. Love that it's organic and in a glass bottle.,Herbal Choice Mari Liquid Hand Wash m w Organic Lavender 200ml 6.8oz Glass Bottle w Pump,PRODUCT: Herbal Choice Mari Liquid Hand Wash m w Organic Lavender 200ml 6.8oz Glass Bottle w Pump. REVIEW: Feels a little different than other soaps but lathers nicely and smells good. Would use again. Love that it's organic and in a glass bottle.,43,0,0,1,0,0.0233,0.0,4.0,0.9485,0.315,0.0
Nude Audio Nude Move M Bluetooth Portable Speaker,Electronics,5.0,"Slick, simple and just about perfect","So easy to use. I just love it. In five minutes, I was up and running. Just swinging it along as I move from the sewing room to the kitchen and back, it's so fun. As a point of reference, I have a Sonos system which is much more finicky and less useful in some respects. I am not the person to be commenting on sound quality and such. It sounds good to me and it works for what I need it for. I highly recommend it.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"So easy to use. I just love it. In five minutes, I was up and running. Just swinging it along as I move from the sewing room to the kitchen and back, it's so fun. As a point of reference, I have a Sonos system which is much more finicky and less useful in some respects. I am not the person to be commenting on sound quality and such. It sounds good to me and it works for what I need it for. I highly recommend it.",Nude Audio Nude Move M Bluetooth Portable Speaker,"PRODUCT: Nude Audio Nude Move M Bluetooth Portable Speaker. REVIEW: So easy to use. I just love it. In five minutes, I was up and running. Just swinging it along as I move from the sewing room to the kitchen and back, it's so fun. As a point of reference, I have a Sonos system which is much more finicky and less useful in some respects. I am not the person to be commenting on sound quality and such. It sounds good to me and it works for what I need it for. I highly recommend it.",97,0,0,2,0,0.0206,0.0,5.0,0.9692,0.217,0.0
"Child safety locks for cabinets & appliances. Baby Proofing by Sure Basics, 3pcs",Baby,5.0,Busy toodler,My child is 14 months and these have really helped to keep her out of the drawers and cabinets. They are super easy to install. It took a little strength to  adjust the length but nothing to hard. I would recommend these to another parent with an active toodler.,0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,33278936.0,R2UZYJR3ZGF94U,B00QKXTQ42,962452504.0,N,2015-08-30,My child is 14 months and these have really helped to keep her out of the drawers and cabinets. They are super easy to install. It took a little strength to adjust the length but nothing to hard. I would recommend these to another parent with an active toodler.,"Child safety locks for cabinets appliances. Baby Proofing by Sure Basics, 3pcs","PRODUCT: Child safety locks for cabinets appliances. Baby Proofing by Sure Basics, 3pcs. REVIEW: My child is 14 months and these have really helped to keep her out of the drawers and cabinets. They are super easy to install. It took a little strength to adjust the length but nothing to hard. I would recommend these to another parent with an active toodler.",63,0,0,0,0,0.0,0.0,5.0,0.9343,0.255,0.0
North States Industries Supergate Easy Swing and Lock Metal Gate,Baby,5.0,Five Stars,"Perfect for our house, used to keep our dog away from house plants.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,6761397.0,R204ZES1EN6R3Y,B005JN6304,193325801.0,N,2015-06-11,"Perfect for our house, used to keep our dog away from house plants.",North States Industries Supergate Easy Swing and Lock Metal Gate,"PRODUCT: North States Industries Supergate Easy Swing and Lock Metal Gate. REVIEW: Perfect for our house, used to keep our dog away from house plants.",25,0,0,1,0,0.04,0.0,5.0,0.765,0.223,0.0
Luxury Reusable Dog Diapers (3-Pack) - Durable Dog Wraps for Male and Female Pets by Pet Magasin,Pet Products,1.0,Very disappointed that I now have to go through the return ...,The Size that they state is not correct. My dog has a 20&#34; waist and these didn't even come close to fitting her. They state they will fit up to 23&#34; and that is not true. Very disappointed that I now have to go through the return process and order and wait on new ones to arrive.,15.0,19.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,The Size that they state is not correct. My dog has a 20 34 waist and these didn't even come close to fitting her. They state they will fit up to 23 34 and that is not true. Very disappointed that I now have to go through the return process and order and wait on new ones to arrive.,Luxury Reusable Dog Diapers 3-Pack - Durable Dog Wraps for Male and Female Pets by Pet Magasin,PRODUCT: Luxury Reusable Dog Diapers 3-Pack - Durable Dog Wraps for Male and Female Pets by Pet Magasin. REVIEW: The Size that they state is not correct. My dog has a 20 34 waist and these didn't even come close to fitting her. They state they will fit up to 23 34 and that is not true. Very disappointed that I now have to go through the return process and order and wait on new ones to arrive.,78,0,0,0,1,0.0,0.0128,1.0,0.4476,0.066,0.029
Bluetooth Receiver Car AUX Adapter with Hands-Free Calling Kit by GOgroove - SMARTmini AUX - Home & Auto Stereo Upgrade w/ 30-Foot Wireless A2DP Music Streaming for Smartphones & Tablets,Electronics,3.0,i had it replaced once since the aux input broke ...,i had it replaced once since the aux input broke and now the new one does not retain charge for more than 2 hours of use...sucks,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,i had it replaced once since the aux input broke and now the new one does not retain charge for more than 2 hours of use...sucks,Bluetooth Receiver Car AUX Adapter with Hands-Free Calling Kit by GOgroove - SMARTmini AUX - Home Auto Stereo Upgrade w 30-Foot Wireless A2DP Music Streaming for Smartphones Tablets,PRODUCT: Bluetooth Receiver Car AUX Adapter with Hands-Free Calling Kit by GOgroove - SMARTmini AUX - Home Auto Stereo Upgrade w 30-Foot Wireless A2DP Music Streaming for Smartphones Tablets. REVIEW: i had it replaced once since the aux input broke and now the new one does not retain charge for more than 2 hours of use...sucks,56,0,0,0,0,0.0,0.0,3.0,-0.4215,0.0,0.053
Evenflo Position and Lock Doorway Gate,Baby,4.0,"For the price, 4 stars. I certainly would ...","For the price, 4 stars. I certainly would not pay more than $10 for this. It is cheap and clearly made cheap as well. But again, for the price it works!",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,13696600.0,R3GCOA6CL8YH9E,B00GUN3Z1W,174871949.0,N,2015-08-18,"For the price, 4 stars. I certainly would not pay more than $10 for this. It is cheap and clearly made cheap as well. But again, for the price it works!",,"PRODUCT: . REVIEW: For the price, 4 stars. I certainly would not pay more than $10 for this. It is cheap and clearly made cheap as well. But again, for the price it works!",34,1,0,0,0,0.0,0.0,4.0,0.5484,0.195,0.0
"Comfort Dry Dryer, Professional Animal Grooming (Discontinued by Manufacturer)",Pet Products,5.0,Five Stars,Great for drying the dogs when they come in from out in the snow or rain.,0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,Great for drying the dogs when they come in from out in the snow or rain.,"Comfort Dry Dryer, Professional Animal Grooming Discontinued by Manufacturer","PRODUCT: Comfort Dry Dryer, Professional Animal Grooming Discontinued by Manufacturer. REVIEW: Great for drying the dogs when they come in from out in the snow or rain.",27,0,0,0,1,0.0,0.037,5.0,0.765,0.209,0.0
"Japanese ORGANIC CAMELLIA Seed Oil. 100% Pure / Natural / Undiluted / Refined / Cold Pressed Carrier Oil. Rich antioxidant to revitalize and rejuvenate the hair, skin and nails. 0.5 Fl.oz-15ml. by Botanical Beauty",Beauty,5.0,"I researched and found that the traditional, and ancient ...","I researched and found that the traditional, and ancient, Japanese beauty regimen consists of Konjac sponges, rice bran oil, and Camellia seed oil. I ordered all three, and have seen a remarkable difference in my skin in just a week. I am very dry, have sun damage, malasma and vitiligo, and I can physically see an improvement in moisture, tone, and elasticity. This may be a miracle combination.",33.0,36.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"I researched and found that the traditional, and ancient, Japanese beauty regimen consists of Konjac sponges, rice bran oil, and Camellia seed oil. I ordered all three, and have seen a remarkable difference in my skin in just a week. I am very dry, have sun damage, malasma and vitiligo, and I can physically see an improvement in moisture, tone, and elasticity. This may be a miracle combination.","Japanese ORGANIC CAMELLIA Seed Oil. 100% Pure Natural Undiluted Refined Cold Pressed Carrier Oil. Rich antioxidant to revitalize and rejuvenate the hair, skin and nails. 0.5 Fl.oz-15ml. by Botanical Beauty","PRODUCT: Japanese ORGANIC CAMELLIA Seed Oil. 100% Pure Natural Undiluted Refined Cold Pressed Carrier Oil. Rich antioxidant to revitalize and rejuvenate the hair, skin and nails. 0.5 Fl.oz-15ml. by Botanical Beauty. REVIEW: I researched and found that the traditional, and ancient, Japanese beauty regimen consists of Konjac sponges, rice bran oil, and Camellia seed oil. I ordered all three, and have seen a remarkable difference in my skin in just a week. I am very dry, have sun damage, malasma and vitiligo, and I can physically see an improvement in moisture, tone, and elasticity. This may be a miracle combination.",100,0,0,0,1,0.0,0.01,5.0,0.9678,0.215,0.028
Infrared Resources 10ft Triple IR Shielded Emitter Cable and Emitter covers w/Confirmation for IR Repeaters etc.,Electronics,5.0,Works perfectly !,"Works just as described, perfect !  (Needed to by a 2.5 MM to 3.5 MM adapter for it to work with my with my Logictech &#34;Harmony Home Hub&#34;, but I knew that already).",1.0,1.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Works just as described, perfect ! Needed to by a 2.5 MM to 3.5 MM adapter for it to work with my with my Logictech 34 Harmony Home Hub 34 , but I knew that already .",Infrared Resources 10ft Triple IR Shielded Emitter Cable and Emitter covers w Confirmation for IR Repeaters etc.,"PRODUCT: Infrared Resources 10ft Triple IR Shielded Emitter Cable and Emitter covers w Confirmation for IR Repeaters etc.. REVIEW: Works just as described, perfect ! Needed to by a 2.5 MM to 3.5 MM adapter for it to work with my with my Logictech 34 Harmony Home Hub 34 , but I knew that already .",56,1,0,1,0,0.0179,0.0,5.0,0.5411,0.086,0.0
"10"" Nuclear Grade DI Replacement Cartridge",Pet Products,4.0,works ok,fits snug. started turning brown then white after just a week of use...I thought it would last at least 3 months,1.0,1.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,fits snug. started turning brown then white after just a week of use...I thought it would last at least 3 months,,PRODUCT: . REVIEW: fits snug. started turning brown then white after just a week of use...I thought it would last at least 3 months,24,0,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0
Callaway Golf Club Brush,Sports,3.0,... metal bristles which would've made this product much more useful.,Doesn't have metal bristles which would've made this product much more useful.,0.0,0.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,3934188.0,R1MU1S9ARHSUOR,B00BF9JFM4,704878194.0,N,2015-08-27,Doesn't have metal bristles which would've made this product much more useful.,,PRODUCT: . REVIEW: Doesn't have metal bristles which would've made this product much more useful.,15,0,0,0,0,0.0,0.0,3.0,0.4927,0.197,0.0
Neewer P2P Plug & Play High Definition Wireless Pan & Tilt H.264 720P 1 Million Pixels IP Surveillance Camera System for iOS and Android Smartphones and PC (Black),Baby,4.0,Nice for the Price!,"Nice Cam for the Price! Perfect for watching the smoker, the backyard or the new baby kittens.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,36774460.0,R2V85T7VIFFO5T,B00M6N9AHI,915292697.0,N,2015-08-17,"Nice Cam for the Price! Perfect for watching the smoker, the backyard or the new baby kittens.",Neewer P2P Plug Play High Definition Wireless Pan Tilt H.264 720P 1 Million Pixels IP Surveillance Camera System for iOS and Android Smartphones and PC Black,"PRODUCT: Neewer P2P Plug Play High Definition Wireless Pan Tilt H.264 720P 1 Million Pixels IP Surveillance Camera System for iOS and Android Smartphones and PC Black. REVIEW: Nice Cam for the Price! Perfect for watching the smoker, the backyard or the new baby kittens.",45,1,0,1,0,0.0222,0.0,4.0,0.8478,0.183,0.0
"END OF SUMMER SALE! YOGA MAT TOWEL for Hot Bikram- Non Slip Surface for your Mats - FINALLY, the BEST Skidless Microfiber Towel you can Buy - Simply Roll up for Class, Use for Travel or to De-sweat any Workout! Go Ahead and Mo-flow your Workout Today!",Sports,5.0,Great towel,The towel works really well. It soaks up the sweat much better than a regular towel. It is a perfect size for taking to the gym or to go running. HIghly recommend.,0.0,0.0,Y,1,amazon_reviews_us_Sports_v1_00.tsv_S1,US,16229469.0,RMUL398XI0U3F,B00RC291HW,5057371.0,N,2015-08-30,The towel works really well. It soaks up the sweat much better than a regular towel. It is a perfect size for taking to the gym or to go running. HIghly recommend.,"END OF SUMMER SALE! YOGA MAT TOWEL for Hot Bikram- Non Slip Surface for your Mats - FINALLY, the BEST Skidless Microfiber Towel you can Buy - Simply Roll up for Class, Use for Travel or to De-sweat any Workout! Go Ahead and Mo-flow your Workout Today!","PRODUCT: END OF SUMMER SALE! YOGA MAT TOWEL for Hot Bikram- Non Slip Surface for your Mats - FINALLY, the BEST Skidless Microfiber Towel you can Buy - Simply Roll up for Class, Use for Travel or to De-sweat any Workout! Go Ahead and Mo-flow your Workout Today!. REVIEW: The towel works really well. It soaks up the sweat much better than a regular towel. It is a perfect size for taking to the gym or to go running. HIghly recommend.",81,3,0,1,0,0.0123,0.0,5.0,0.9558,0.196,0.0
Joe's USA - Big Mens Hoodies - Hooded Sweatshirts in 32 Colors. Sizes S-5XL,Apparel,4.0,But overall i like the,Decent hoodie. Fits a little snug. and the material is kind of rough. But overall i like the hoodie,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,Decent hoodie. Fits a little snug. and the material is kind of rough. But overall i like the hoodie,Joe's USA - Big Mens Hoodies - Hooded Sweatshirts in 32 Colors. Sizes S-5XL,PRODUCT: Joe's USA - Big Mens Hoodies - Hooded Sweatshirts in 32 Colors. Sizes S-5XL. REVIEW: Decent hoodie. Fits a little snug. and the material is kind of rough. But overall i like the hoodie,35,0,0,0,0,0.0,0.0,4.0,0.5023,0.098,0.0
Playgro 0183497 Play and Explore Gift Pack for Baby,Baby,5.0,Great gift pack for your son or daughter.,"My daughter loved this package.  Very durable and bright.  Also,  all these toys in a single bundle is better than buying them individually.  She especially loves the rabbit toy and the big ears.",1.0,1.0,N,1,amazon_reviews_us_Baby_v1_00.tsv_S1,US,23000951.0,RA2JLUPHK9YBC,B00UVW3B30,422644820.0,N,2015-07-01,"My daughter loved this package. Very durable and bright. Also, all these toys in a single bundle is better than buying them individually. She especially loves the rabbit toy and the big ears.",Playgro 0183497 Play and Explore Gift Pack for Baby,"PRODUCT: Playgro 0183497 Play and Explore Gift Pack for Baby. REVIEW: My daughter loved this package. Very durable and bright. Also, all these toys in a single bundle is better than buying them individually. She especially loves the rabbit toy and the big ears.",44,0,0,3,1,0.0682,0.0227,5.0,0.9599,0.342,0.0
Ellusionist Bicycle Shadow Masters Playing Cards,Sports,1.0,Defective.,This product came in defective. The phone clamp will not screw into the extendable wand. I gave this to my daughter as a gift and unfortunately she didn't tell me in time. Missed the return window. Will have to throw it away and buy a different one.,0.0,9.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,15801740.0,R1DF1Y0YE2GM0L,B0013LRBH0,297743841.0,N,2015-07-24,This product came in defective. The phone clamp will not screw into the extendable wand. I gave this to my daughter as a gift and unfortunately she didn't tell me in time. Missed the return window. Will have to throw it away and buy a different one.,,PRODUCT: . REVIEW: This product came in defective. The phone clamp will not screw into the extendable wand. I gave this to my daughter as a gift and unfortunately she didn't tell me in time. Missed the return window. Will have to throw it away and buy a different one.,50,0,0,1,0,0.02,0.0,1.0,-0.5113,0.08,0.142
Satechi Slim Surge Protector with USB Charging Ports,Electronics,5.0,The best,"I love this surge protector.  Have tried several kinds and this is the best.  It fits flat and tight against the wall.  The last one did not fit into the outlet very well.  So now, with the Satechi Protector I can fill up all the outlets and everything stays in place.  I also love the two usb ports at the top and use them both.  So, I've got this little gem totally full.  I'm not into electronics at all, but after trying several brands, I was really happy to find one that works so well.  Get one.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"I love this surge protector. Have tried several kinds and this is the best. It fits flat and tight against the wall. The last one did not fit into the outlet very well. So now, with the Satechi Protector I can fill up all the outlets and everything stays in place. I also love the two usb ports at the top and use them both. So, I've got this little gem totally full. I'm not into electronics at all, but after trying several brands, I was really happy to find one that works so well. Get one.",Satechi Slim Surge Protector with USB Charging Ports,"PRODUCT: Satechi Slim Surge Protector with USB Charging Ports. REVIEW: I love this surge protector. Have tried several kinds and this is the best. It fits flat and tight against the wall. The last one did not fit into the outlet very well. So now, with the Satechi Protector I can fill up all the outlets and everything stays in place. I also love the two usb ports at the top and use them both. So, I've got this little gem totally full. I'm not into electronics at all, but after trying several brands, I was really happy to find one that works so well. Get one.",107,0,0,3,0,0.028,0.0,5.0,0.9511,0.168,0.013
Under Armour Little Girls' Around Short-Sleeve,Apparel,4.0,Cute,Super cute shirt but it does run a bit small although it should be a snug fit. Definitely not putting this one on the dryer!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,Super cute shirt but it does run a bit small although it should be a snug fit. Definitely not putting this one on the dryer!,,PRODUCT: . REVIEW: Super cute shirt but it does run a bit small although it should be a snug fit. Definitely not putting this one on the dryer!,28,1,0,1,0,0.0357,0.0,4.0,0.8896,0.355,0.0
VTech Communications Safe & Sound Digital Audio Baby Monitor,Baby,5.0,We tested these out to see how sensitive they are ...,"We tested these out to see how sensitive they are, and wow, they will pick up even the faintest of whispers if its within about a foot of the device. Well worth the money!",1.0,2.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,15785072.0,R2Y9ZUY1DRZN08,B00JEV5UI8,640235216.0,N,2015-05-14,"We tested these out to see how sensitive they are, and wow, they will pick up even the faintest of whispers if its within about a foot of the device. Well worth the money!",VTech Communications Safe Sound Digital Audio Baby Monitor,"PRODUCT: VTech Communications Safe Sound Digital Audio Baby Monitor. REVIEW: We tested these out to see how sensitive they are, and wow, they will pick up even the faintest of whispers if its within about a foot of the device. Well worth the money!",44,1,0,0,0,0.0,0.0,5.0,0.8748,0.22,0.0
"Original Self Tan Towelettes, Sunless Tanning Towels XL 20 Pack for Quick Sun Glow On the Go! Fair to Medium Half Body Self-Tanning Wipes. Use Tanner Towelette for Bronzing Face Too! Self-Tanner Towel",Beauty,2.0,teasing for days because of the streaks,"One good thing is if u can get it applied correctly it will stay for days! However, This really streaked my legs. I wish they had better directions for application. I really took my time to apply it but it just didn't do a good job. It was so bad my husband teased me for days!",0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"One good thing is if u can get it applied correctly it will stay for days! However, This really streaked my legs. I wish they had better directions for application. I really took my time to apply it but it just didn't do a good job. It was so bad my husband teased me for days!","Original Self Tan Towelettes, Sunless Tanning Towels XL 20 Pack for Quick Sun Glow On the Go! Fair to Medium Half Body Self-Tanning Wipes. Use Tanner Towelette for Bronzing Face Too! Self-Tanner Towel","PRODUCT: Original Self Tan Towelettes, Sunless Tanning Towels XL 20 Pack for Quick Sun Glow On the Go! Fair to Medium Half Body Self-Tanning Wipes. Use Tanner Towelette for Bronzing Face Too! Self-Tanner Towel. REVIEW: One good thing is if u can get it applied correctly it will stay for days! However, This really streaked my legs. I wish they had better directions for application. I really took my time to apply it but it just didn't do a good job. It was so bad my husband teased me for days!",91,4,0,0,0,0.0,0.0,2.0,-0.3193,0.138,0.089
"Dr. Woods Natural Soap, Lavender, 5.25 Ounce",Beauty,3.0,An average soap,"An OK soap. I am not so impressed with the lavender smell the soap claims to have. There are others with stronger aromatic scents than this soap. But, it does its cleansing job.",2.0,2.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"An OK soap. I am not so impressed with the lavender smell the soap claims to have. There are others with stronger aromatic scents than this soap. But, it does its cleansing job.",,"PRODUCT: . REVIEW: An OK soap. I am not so impressed with the lavender smell the soap claims to have. There are others with stronger aromatic scents than this soap. But, it does its cleansing job.",36,0,0,0,0,0.0,0.0,3.0,0.1679,0.102,0.057
Baby Vac Nasal Aspirator,Baby,5.0,It's a close second best to wall suction at a hospital,This is a life saver. We hook it up to a mini shop-vac. It's a close second best to wall suction at a hospital!,2.0,2.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,11006208.0,RCX0RNVTW7FK8,B004JA1XB2,95987307.0,N,2015-04-13,This is a life saver. We hook it up to a mini shop-vac. It's a close second best to wall suction at a hospital!,,PRODUCT: . REVIEW: This is a life saver. We hook it up to a mini shop-vac. It's a close second best to wall suction at a hospital!,27,1,0,0,0,0.0,0.0,5.0,0.6696,0.176,0.0
"Foxbrim 100% Pure Organic Argan Oil for Hair, Skin & Nails, 2 fl. oz.",Beauty,5.0,"Smooth, light and very effective.","Smooth, light and amazingly effective. I have sensitive, fairly dry skin on my face. I am outside a lot and need moisturizing that is effective but not heavy. This Argan oil is perfect. It is non- irritating, and absorbs instantly.",1.0,2.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"Smooth, light and amazingly effective. I have sensitive, fairly dry skin on my face. I am outside a lot and need moisturizing that is effective but not heavy. This Argan oil is perfect. It is non- irritating, and absorbs instantly.","Foxbrim 100% Pure Organic Argan Oil for Hair, Skin Nails, 2 fl. oz.","PRODUCT: Foxbrim 100% Pure Organic Argan Oil for Hair, Skin Nails, 2 fl. oz.. REVIEW: Smooth, light and amazingly effective. I have sensitive, fairly dry skin on my face. I am outside a lot and need moisturizing that is effective but not heavy. This Argan oil is perfect. It is non- irritating, and absorbs instantly.",55,0,0,2,0,0.0364,0.0,5.0,0.6644,0.156,0.066
PetSafe SlimCat Interactive Toy and Food Dispenser,Pet Products,3.0,Too big; not efficient,"Of my 3 felines, only one bothers with it at all.  Also, I have to set the openings fairly large to get any food to drop out; end up with a bunch of dry food that is painful to bare feet.  I think it's a little too large for a normal-sized cat.",0.0,0.0,Y,1,amazon_reviews_us_Pet_Products_v1_00.tsv,,,,,,,,"Of my 3 felines, only one bothers with it at all. Also, I have to set the openings fairly large to get any food to drop out end up with a bunch of dry food that is painful to bare feet. I think it's a little too large for a normal-sized cat.",,"PRODUCT: . REVIEW: Of my 3 felines, only one bothers with it at all. Also, I have to set the openings fairly large to get any food to drop out end up with a bunch of dry food that is painful to bare feet. I think it's a little too large for a normal-sized cat.",55,0,0,0,0,0.0,0.0,3.0,-0.7003,0.0,0.131
