product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date
Cocoship 50s Retro Vintage Floral Print White Polka One Piece Swimwear Monokinis(FBA),Apparel,4.0,the top just didn't fit like I,"darling suit, the top just didn't fit like I wanted",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Miusol Women's Vintage Scoop Neck Contrast Bridesmaid Cocktail Bodycon Dress,Apparel,4.0,Four Stars,Nice fabric with a good stretch. A bit large in the arm straps.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
niceeshop(TM) Womens Fashion Chinese Ink Style Soft Chiffon Scarf Wrap,Apparel,4.0,Bright beautiful color!,"Luv this scarf! It looks just like the picture.  Beautiful colors. Its a little on the the shorter side but I dont mind that cause it still looks great. The material is thin. You can see thru it, its that thin, but for this price, great scarf for cheap price! Definitely a spring/summer scarf.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
David Archy 4 Pack Men's Stylish Contour Pouch Cotton Trunks,Apparel,4.0,... as a gift and been told that its very comfortable but would have been perfect if the leg part ...,Bought as a  gift and been told that its very comfortable but would have been perfect if the leg part would not roll up frequently.,0.0,0.0,N,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Lucky Brand Women's Plus-Size Batik Patchwork Lace Top,Apparel,4.0,"Cute, Comfy, A Few Flaws","If I'm paying $30 for a shirt, that's originally (supposedly) $60, I should think the freaking buttons would actually be SEWN on. They popped off before I even tried this shirt on. After sewing them back on and wearing the shirt, I noticed it's a little bigger than I'd hoped. That's not too big of a deal though and the material is on point when it comes to comfort. Overall, it's a cute top, it's comfortable, runs just a BIT large, and the manufactorer doesn't know how to sew on a damn button. Still 4 stars though!",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Ixia Boston Terrier Dog And Hearts Fold Over A-Line Dress,Apparel,4.0,"Cute but really short. I'm 5'6"" and it could ...",Cute but really short. I'm 5'6&#34; and it could be about 2&#34; longer comes up to the top of my thigh and I definitely won't be bending over.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"Lilo and Stitch Roar T-shirt (XXL, White)",Apparel,4.0,only sad thig is that the graphic faded slightly after only ...,"I got this one to wear to Disneyland, I've gotten so many compliments! Fits well, true to size, only sad thig is that the graphic faded slightly after only one wash in the machine.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Banjamath? Women's Smocked Waist Harem Hippie Boho Yoga Palazzo Casual Pants,Apparel,4.0,Four Stars,"Pretty awesome. Not as loose fitting as I thought they'd be, but they're awesome none the less. I recommend!",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
12 pairs Wholesale Lot Socks Women Mixed Assorted Colors Ankle/quarter 6-8 9-11,Apparel,4.0,I'd recommend with reservations.,"4 stars means:<br />they are comfortable. light. and colorful.<br /><br />5 stars would have been if they lasted long.<br />I've already put holes in a couple of the pairs and that happened in the first 1-2 days only.<br /><br />So, sure, you get what you paid for. They may not last long. But they're cute.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Beach Belle Women's V-Neck Swimdress,Apparel,4.0,Four Stars,Love this suit.  it fits snugly and very flattering,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Waist Trainer Corset - Latex Waist Cincher Long Torso with Three Rows of Hooks - Nude/S,Apparel,4.0,I love that this has the 3 rings and like the ...,I love that this has the 3 rings and like the longer fit on me. Covers way more. I wear it to the gym and at work as I sit for several hours. And sometimes to bed. Love that feeling of a flat tummy when I wake up.!!!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Grandma Gift Fell in Love When I Became Nana Long Sleeve T-Shirt Large LtBlu,Apparel,4.0,NANA,Cute shirt and I love the saying!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Tenflyer Men's One Piece Underwear Jumpsuits Pure Cotton Sexy Bodysuit with Button,Apparel,4.0,Love it but sizes do run small!,I love it! It's really comfortable but as other people have said you definitely want to order it in a larger size than you normally wear.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
High Waist Retro Bikini Swimsuit Swimwear with Dark Blue Polka Dot Bottom and Red Top,Apparel,4.0,Size is slightly on the smaller size but beautiful.,Fast delivery. Size is slightly on the smaller size but beautiful.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Charmian Women's Latex Underbust Waist Training Steel Boned Shapewear Corset,Apparel,4.0,It's pretty comfortable. My only complaint is that it is ...,It's pretty comfortable. My only complaint is that it is more difficult for me to hook than my Maidenform waist cincher.  I do like the three row option.,0.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Lacoste Men's 3-Pack Essentials Cotton Knit Boxer,Apparel,4.0,Four Stars,"Overall pretty good boxers, did loose a button within the first month but no real complaints",0.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
MEYKISS Women Long Sleeve O-Neck Patchwork Casual Loose T-shirt Blouse Tops,Apparel,4.0,fits!,im about a 5 n it fits like the picture. i'm surprised n pleased.,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
TWINTH Maxi Skirt Plus Size Long Skirt Offic Wear Circle,Apparel,4.0,I had to order a smaller size. basic colorful ...,I had to order a smaller size. basic colorful maxi skirt. size xl fits a 16-18. need Shapewear bottoms to cover some slight sheerness but I usually wear tops that cover my rear anyway,6.0,6.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
One Direction Galaxy Hoodie,Apparel,4.0,Four Stars,"The front pocket is very big, looks a bit weird.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
PrettyGuide Women's 1920s Beaded Fringe Scalloped Petal Plus Size Flapper Dress,Apparel,4.0,Beautiful dress!,"I ordered the cream dress to wear to a 1920's themed wedding. I ordered a large and I typically wear a med/leg. It fit great, but short.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Vbiger Women Floral Pattern Chiffon Layer Kentucky Derby Wide Brim Hat,Apparel,4.0,great for travel & suitcases,"Not quite what I expected. I did not realize it was compact & folded up. However, great for travel & suitcases!",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
AX Paris Women's Floral Plunge String Strap Midinavy Dress,Apparel,4.0,The dress fit perfect around the hips and waist area but somewhat lose ...,The dress fit perfect around the  hips and waist area but somewhat lose around the bust.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Father's Day Gift Number 1 Dad Bod Funny Workout Young Mens T-Shirt,Apparel,4.0,Good enough,I wash everything before it gets worn. Looked really big for my husband so I threw it in the dryer. Shrunk a bit but was still big on him.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Youstar Men's Basic Fur Lining Sweatshirt Hooded Jackets,Apparel,4.0,Four Stars,Its a good hoodie just order a size larger than you normally do unless you want a tight fit.,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Cocoship 50s Retro Vintage Floral Print White Polka One Piece Swimwear Monokinis(FBA),Apparel,4.0,Four Stars,"Fits as expected after reading all the reviews, I'm a 6/8, got XL. Price is right.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Liverpool Jeans Company Women's Bae Bermuda Short,Apparel,4.0,defective,"These are actually slightly distressed. At first, I thought they were defective, but after returning and receiving replacements, I can see they are meant to be that way. They fit somewhat small, but they stretch while you wear them.",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"U.S. Polo Assn. Men's Twill Hartford Short, Coral Red",Apparel,4.0,Good quality for the price,"Good quality for the price, fits a bit larger in the waist, but overall pleased w/ value for the $",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Charcoal Gray Wrapped In A Cloud Men's Plush Spa Bathrobe,Apparel,4.0,"Warm, soft and SHORT","I bought this robe from the Men's Fashion section.  It arrived with a label that said Womens.  I recognize that robes can be unisex, however sizes certainly are not.  The male model shows a length halfway beteen the knees and the ankles.  I am 5'9&#34; 180 lbs., and it barelty reaches past the knees.  The downside to this shorter length, is when you sit, the robe pulls open all the way to the crotch.  Hopefully you have something on underneath if there are others around not interested in the view.  I ordered the small/medium, and I think the choice was correct if it were for a man's size.  The sleeves are perfect length.  At 70°F, I am sweating in this robe.  It is incredibly soft and warm, but I will reserve it for those really chilly days.",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Disney Mickey Mouse Juniors Slim Fit Tee Shirt Army Green Retro (2XL),Apparel,4.0,Four Stars,shirt is nice but not as stretchy as i had hoped,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"Victoria's Secret Body By Victoria Lined Perfect Coverage Bra, 36DDD",Apparel,4.0,I love this bra,I love this bra! Its so comfy. Id never worn this VS style but its one of the best bras I've ever owned.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
HOMEYEE Women's V neck Ball Fishtail Pencil Dress UB27,Apparel,4.0,"It is a nice dress, specially for those who has big hips","It is a nice dress ,  specially for those who has big hips . Made cheap ,  bottons  on top of the dress was sewing not  symmetrical . And i wish it had a lining .",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Better Vie Women's Four Pack Owl Patterns Cotton Socks,Apparel,4.0,Four Stars,So cute and I love to wear them as a fashion statement.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Pink Queen&reg; Womens 3d Galaxy Printed Knee Length Active Capri Leggings L,Apparel,4.0,These were much better quality than I expected,"These were much better quality than I expected. I don't think they will last more than a few months but given the price, pretty good quality and shipping time. Very pretty pattern.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Famous Stars and Straps Mens Family Business Flexfit Hat/Cap,Apparel,4.0,but I love it. great quality and design,"some what big for small medium, but I love it. great quality and design. I honestly love its a little big because I flat bill my hats.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"Women Set of 3 Lace Genie Bra White, Nude, Black (Lace)",Apparel,4.0,This fits great and came quickly,This fits great and came quickly.  The pads are very lightweight but I was able to take them out and put in the nice ones from the ones I got on clearance that was too small for me.  So now I am very happy.,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Nickelodeon Boys' Teenage Mutant Ninja Turtles Costume Hoodie,Apparel,4.0,Four Stars,The recipient loves it but it does seem to run a little small.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
E.JAN1ST Women's V-neck Dress Pull Over Long Sleeve Faux Wrap Ruched Party Dress,Apparel,4.0,Four Stars,Only giving it 4/5 starts because it was a little small.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
LL Womens Everyday Racerback Tank Top - Made in USA,Apparel,4.0,"Thin fabric, but cute silhouette","This is a super comfy, great for summer and exercising!  The fabric is thin so it's best to wear over bikini tops, sports bra, or padded bra.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Batman Mens Athletic Crew Socks 2 Pair Pack,Apparel,4.0,... soft thick but won't make your feet sweaty real comfortable,Real soft thick but won't make your feet sweaty real comfortable,2.0,2.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"C2U Women Pullover Elegant Wave Flouncing Long Sleeve Chiffon Shirt,XX-Large,Purple",Apparel,4.0,Nice,"I ordered XXL, I wear an 8, this JUST fits, as long as I don't gain a single pound! Not as flouncy as hoped, weird double back material, but overall, I still really like it.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
SALE! Beautiful Push Up Tankini with Hotpants two pieces swimsuit 1090AH-f3965,Apparel,4.0,... me and there are no adjustments but I still like the product and plan to keep and use it,top was a little small for me and there are no adjustments but I still like the product and plan to keep and use it.,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Levi's Girls' Sharon Denim Shortall,Apparel,4.0,My daughter has very long legs and the adjustment was nice!,Very cute! My daughter has very long legs and the adjustment was nice!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Matching Couple Shirts Beauty and Beast Graphic T-shirts (MEN-3XL / WOMEN-L),Apparel,4.0,Four Stars,Love the shirts only thing is the collar is too small so it flips.,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Demetory Men's Trendy Fur-Padded Washed Leather Jacket Coat Outwear,Apparel,4.0,Four Stars,"Absolutely love it, but took a very long time to get it. Wonderful gift he loves it.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Imilan Women Emboridery Blue Corset Top Sexy Lingerie Sets,Apparel,4.0,Four Stars,Very cute a little small but I'm large in the chest,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Lee Women's Relaxed Fit Izzy Knit Waist Cargo Bermuda Short,Apparel,4.0,Four Stars,"Liked the shorts, fit as expected.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Meily® Women Strap Sleeveless Lace Chiffon Jumpsuit Rompers Playsuit,Apparel,4.0,Four Stars,"Not bad quality for the price, perfect fit!",0.0,2.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Original Penguin Men's Grady Leather Belt,Apparel,4.0,The brand is very good！,I bought it for my best friend.He said that it is looks like just an ordinary belt but the brand is very good！,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Kimring Women's Burlesque Satin Tapestry Floral Embroidery Overbust Corset,Apparel,4.0,... the torso but other than that it was absolutely perfect!,It is a little short in the torso but other than that it was absolutely perfect!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
ROPALIA Mens Tight Breathable Sport Vest Fitness Athletic Tank Top,Apparel,4.0,great,"Fits well. Lite, and works perfectly for its use. I wear it underneath a shirt and it wears well! Great buy.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
U.S. POLO ASSN. Little Girls' Pocket T-Shirt and Twill Short,Apparel,4.0,Great merchandise I would buy often,"Again, great fit, well made, very soft and easy on easy off for our two year old",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Harry Potter Glow Tee Shirt Youth Large,Apparel,4.0,Four Stars,this is great it really does not glow,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Derek Heart Juniors' V-Neck Basic T-Shirt,Apparel,4.0,Juniors Fit,"I am 5'2&#34; 103LBs and I Ordered small Wave Turquoise color.<br /><br />Fits as expected for a junior's shirt. I am usually a Petite XS or Junior S or XS depending on the brand. I have the same problem with this shirt as most other junior shirts--a bit too long, but that's within my expectations. The fabric is very soft and will hug all your curves--again it's meant for lean teenagers so it's expected. I like the color and feel of the fabric. It's casual and yet the color pops and makes me look young.",5.0,5.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Dana Kay Women's Plus-Size Animal Print Jacket Dress,Apparel,4.0,very neat and sexy!,"this dress is perfect for a party as well as church . it embraces your curves, yet it is decent .it compliments any figure !<br /><br />it fits true to size. I love it.",3.0,3.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Bali Women's Comfort Revolution Brief Panty (3-Pack),Apparel,4.0,"Yes, they are comfortable.","Fit well, but wish they made ones that fit a little higher to waist. Nice stretch and feel good against skin.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
MacHenry Originals - Little Boys Microfiber Basketball Print Robe,Apparel,4.0,Four Stars,Nice fabric! Very soft. My son loves it!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
LL Womens Long Sleeve Scoop Neck Trapeze Tunic - Made in USA,Apparel,4.0,Loved these - I purchased two,Loved these - I purchased two. Nice fit and drape on the body. Looks great with jeans or dress them up with jewelry and slacks. No complaints.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Rachel Kate Women's Colorful Print Pocket Shorts,Apparel,4.0,Trendy and Comfortable.,"Very cute shorts, and so trendy right now.  Love the pockets.  Only issue is the patterns do not line up along the seams.  However, that is to be expected at this price.",0.0,0.0,N,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Mens Sports Athletic Body Armour Compression Under Layer Base Wear T-shirt Tops,Apparel,4.0,... need to at least move up one size ( recommend two sizes) from normal but that will still be ...,"Asian M is a US S/XS you'll need to at least move up one size ( recommend two sizes) from normal but that will still be small. These are compression shirts so there already tight! other than that, the lower abdomen stitch is a little weird but usually gets stuffed in your pants/shorts ( so not a big deal).",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Via Spiga Women's Single-Breasted Belted Trench Coat with Hood,Apparel,4.0,old-fashioned but it fits me well，and it’s beautiful.,old-fashioned<br />but it fits me well，and it’s beautiful.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Basico Baby Girls Kids Thermal Longsleeve Top and Pants 2 Piece Pajama Set,Apparel,4.0,other than that its good.,"Sent the wrong outfit, other than that its good.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
OSABASA Womens Casual Seamless Turn Cuff 3 Pairs or 5 Pairs Socks,Apparel,4.0,Socks,Wish they were just a little longer but they do fine.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
I'm Not Wrong I'm Mike T-Shirt,Apparel,4.0,Four Stars,Husband liked the shirt very much. Good fit and quality. He enjoyed the humor.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
TrendzArt Women's below the Knee Pencil Skirt (Purple Wine (Premium),Apparel,4.0,Four Stars,I really like this skirt fit really nice,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Cocoship 50s Retro Vintage Floral Print White Polka One Piece Swimwear Monokinis(FBA),Apparel,4.0,but overall loved this suit and can't wait to wear it again,Cup size was slightly small...but overall loved this suit and can't wait to wear it again!!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Taxa Men's Track Jacket - Giuliano,Apparel,4.0,TAXA Jacket,"We are satisfied with the construction and weight of the jacket.  It is a bit snug, but that fact was described in the reviews.  It is of good quality materials and of suitable weight to be worn out doors as a warm up jacket or windbreaker.",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
J.TOMSON Womens 3/4 Roll-Up Sleeve Boatneck Striped Tunic Top (S-3XL),Apparel,4.0,Cute and comfy!!,"This tunic was so cute that I had to buy another. If the price had not been so much, I would loved to give a 5 star. It is rather thin, but so comfy. It actually compliments my plus size body. The sleeves are buttoned permanently, so no adjusting there. Kinda disappointed on that area, but am satisfied.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Laguna Big Boys' Next First Wave Swim Trunk,Apparel,4.0,Four Stars,my boy is slim so it is hard to find swim shorts that stay on. these do the trick,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Wotefusi Women Metal Buckle Bodycon Silm Club Dress Long Sleeve,Apparel,4.0,Four Stars,Its see through but nothing a simple slip couldnt fix but expect to order a size up.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"Falari 3 6 or 12 Pairs Diabetic Socks Unisex 9-11, 10-13, 13-15 Black Grey White",Apparel,4.0,"they are comfortable, while they do not take away his pain","i got these socks for my husband, and he likes them very well.  they are comfortable, while they do not take away his pain, they dont make it worse.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
FINEJO Vintage Women Summer High Waist Ball Gown Midi Pleated Swing A-line Skirt,Apparel,4.0,"The skirt fit, though I did order a size ...","The skirt fit, though I did order a size larger than normal. Unfortunately the skirt, was not exactly what was pictured as far as the fullness and thickness. The girl in the picture must have been wearing some sort of mesh undershirt to fluff it and not look see through.<br />That being said, after contacting the company and letting them know they were very apologetic. The skirt came from China so shipping it back would have cost more than I bought the skirt for. The company told me to keep the skirt and reimbursed me a percentage of the price, which I thought was decent of them.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
"Zenana womens velour suit set,Large,Maroon Velour",Apparel,4.0,I'm going to see how well it washes and how sturdy it is which is most important since I wear ...,"Fits quite well! I'm going to see how well it washes and how sturdy it is which is most important since I wear these all winter. It came out alright the first wash but I've had suits that actually lose the velour with washing. So far, so good!",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Star Wars Darth Vader Glow Big Boys Graphic T Shirt (L (10/12)),Apparel,4.0,What have done with those plans?,"My 7 year old grandson loves it, he asked me to come over to the &#34;Dark Side&#34;.",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Motionwear Side Slit Elastic Waistband Comfort Skorts,Apparel,4.0,Four Stars,"Loved this skort, however if you order, get a size larger.  It's perfect for workouts and the beach.",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Gabby Skye Women's Plus-Size Scuba Printed Dress,Apparel,4.0,Plush in Pink,"For the office, professional occasion, a spring a day, this dress fits the bill. The price makes it that much more enjoyable! The colors are up lifting and the weight of the material covers well.",1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
TFM Men's Rob Zombie T-Shirt,Apparel,4.0,Four Stars,"Took forever to come straight from china, but it was as expected",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Emma's Mode Women's Printed Fashion Soft Shorts,Apparel,4.0,Very comfortable,Slightly thin shorts but very cool on a hot day.  I am 110lbs and 5'3&#34; and the small is perfect.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Dockers Men's Woven Short-Sleeve Plaid Shirt,Apparel,4.0,I like dockers. I prefer all cotton,I like dockers.  I prefer all cotton.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Amoluv Women's Fashion Digital Print Aquarium Pattern Sexy Leggings,Apparel,4.0,"While both pairs of tights fit wonderfully, the Corpse Bride tights fit a bit more ...","I ordered both the Corpse Bride & Alice in Wonderland tights. While both pairs of tights fit wonderfully, the Corpse Bride tights fit a bit more snug than I expected. I am absolutely thrilled with my purchase!!",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Krralinlin Girls Casual Sleeveless White Denim Jeans Cropped Jacket Vests,Apparel,4.0,great jacket and it arrived alot sooner than they said ...,"great jacket and it arrived alot sooner than they said but I could barely get it on. It will only work for my 11 yr old daughter, not me. So beware it's NOT a normal medium size at all. bummer.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Andrew Christian Men's Glow Pop Boxer Almost Naked,Apparel,4.0,"Great for the above ""average"" man!","Very confortable underwear for the kinda guys who may need a little extra room. It's almost like I'm not even wearing underwear at all! And the wife loves how they &#34;present me&#34; ;). I would highly recomend these to any guy who may feel restricted, squished or crowded by traditional underwear. Even though price is a little steeper than I'd like to pay. I plan to own a few more of these and other almost naked styles by Andrew Christian.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Baby Girl's Headbands with Shabby Model Flower QandSweet,Apparel,4.0,Four Stars,"So cute, but too big for my newborn. Can't wait for her to grow into them!",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
AvaCostume Women's White Cotton Lace Lolita Maid Shorts Bloomers,Apparel,4.0,not easy to find product,Nice product;  mostly good quality; one pocket was sewn shut; shipped quickly; no real complaints.  good price and not an easy product to find.  4 stars for the pocket being sewn shut,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
WenVen Men's Stand Collar Cotton Field Jacket,Apparel,4.0,Great for the Price,I rolled the dice on this and I am very happy.  It is moderately thick and fits just as I would expect.  It is slim but not obnoxiously so.  I am a thin guy 148 lbs and 5' 10&#34; and I ordered the small.  It fits me quite well.  Overall I am very happy with what I got for the price.  Only flaw is some poor stitching in an unimportant area that I can fix if I am ever motivated.,6.0,7.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Charmian Women's Latex Underbust Waist Training Steel Boned Shapewear Corset,Apparel,4.0,the only bad thing about this product is that the wires eventually ...,the only bad thing about this product is that the wires eventually pop out of the material and will jab your exposed fatty parts.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Ben Sherman Men's Slim Fit Checkered Dress Shirt,Apparel,4.0,Good ahirt,"Nice lookin, quality shirt for a good price",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Oakley Men's Elemental 2.0 Polo,Apparel,4.0,Four Stars,"Love Oakley shirts, I have several.  This one for whatever reason seemed to run a little small.",0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Whoinshop Women's Bodycon Skirt Set 2 Pieces Sleeveless Celebrity Bandage Dress,Apparel,4.0,Four Stars,Loved this outfit and the material however the small was a little too tight for movement.,0.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Miss Me Embellished Flap-Pocket Skinny Jean,Apparel,4.0,Four Stars,Big around the waist but fit around thighs and legs.,1.0,1.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Rosa Women's Stylish Voge Warm Floral Print Rose Jacket Fashion Coat WCT56,Apparel,4.0,Four Stars,Beautiful but it's cut EXTREMELY SMALL,2.0,2.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Baby Box Baby Boys' kids Toddler short sleeve T-Shirts,Apparel,4.0,"Cute shirt, washes well",Didn't realize this was a shirt I could get for less at a local store.  Oops.  Brand is Jumping Beans.  It is a cute shirt though and has held up in the wash just fine.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Joe's USA - Big Mens Hoodies - Hooded Sweatshirts in 32 Colors. Sizes S-5XL,Apparel,4.0,But overall i like the,Decent hoodie. Fits a little snug. and the material is kind of rough. But overall i like the hoodie,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Therma Tek Men's Ultra-Soft Tagless Fleece Lined Thermal Top & Bottom Underwear Set,Apparel,4.0,These run on the small side but make a great 1st layer,2nd time ordering these for my husband. We live in Indiana and winter can be brutal. He wears these under other layers to stay warm at work. Loves them!,6.0,7.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
Fashion Mic Womens Pull On Solid Color Assorted Basic Jeggings,Apparel,4.0,Four Stars,The material is getting fuzzy but I love the look of them.,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,
